Place of interest,Station location,BiciMAD station,Station location,Indications
Instalación Deportiva Municipal Básica Huerta de la Salud,CALLE ALCOBENDAS 3,Carlota O’Neill,Calle Carlota O'Neill nº 32,"https://www.google.com/maps/dir/40.47505435038131,-3.642315547728054/40.44370542379883,-3.648958444298144/@40.47505435038131,-3.642315547728054,17z/data=!3m1!4b1!4m7!4m6!1m3!2m2!1d-3.642315547728054!2d40.47505435038131!1m0!3e2"
Instalación Deportiva Municipal Básica Illescas,CALLE ILLESCAS  c/v Pº Extremadura,Caramuel,Calle Caramuel nº 51,"https://www.google.com/maps/dir/40.39727663517988,-3.7659134453115457/40.40913630273305,-3.728533714316331/@40.39727663517988,-3.7659134453115457,17z/data=!3m1!4b1!4m7!4m6!1m3!2m2!1d-3.7659134453115457!2d40.39727663517988!1m0!3e2"
Instalación Deportiva Municipal Básica Imagen,CALLE IMAGEN 23,Concordia,Calle Arroyo del Olivar nº 6,"https://www.google.com/maps/dir/40.38336275152153,-3.667713277656222/40.39382977920336,-3.6659362429356372/@40.38336275152153,-3.667713277656222,17z/data=!3m1!4b1!4m7!4m6!1m3!2m2!1d-3.667713277656222!2d40.38336275152153!1m0!3e2"
Instalación Deportiva Municipal Básica Isabel Patacón,CALLE ISABEL PATACON S/N Barrio de Buenavista,Marqués de Vadillo,Glorieta Marqués de Vadillo nº 9,"https://www.google.com/maps/dir/40.370369111020395,-3.747622431727254/40.398247,-3.716591/@40.370369111020395,-3.747622431727254,17z/data=!3m1!4b1!4m7!4m6!1m3!2m2!1d-3.747622431727254!2d40.370369111020395!1m0!3e2"
Instalación Deportiva Municipal Básica Isla de Tabarca,CALLE SANTIAGO DE COMPOSTELA 104 c/v Isla de Tabarca,Francos Rodríguez,Calle Francos Rodríguez nº 62,"https://www.google.com/maps/dir/40.476809546000716,-3.7208537072021843/40.45673408797698,-3.708002730875242/@40.476809546000716,-3.7208537072021843,17z/data=!3m1!4b1!4m7!4m6!1m3!2m2!1d-3.7208537072021843!2d40.476809546000716!1m0!3e2"
Instalación Deportiva Municipal Básica Iván de Vargas,TRAVESIA IVAN DE VARGAS 4,Ermita Santo,Paseo de la Ermita del Santo nº 48,"https://www.google.com/maps/dir/40.40279748246847,-3.724235302224272/40.406837862773465,-3.7244893989507686/@40.40279748246847,-3.724235302224272,17z/data=!3m1!4b1!4m7!4m6!1m3!2m2!1d-3.724235302224272!2d40.40279748246847!1m0!3e2"
Instalación Deportiva Municipal Básica Jacinto Verdaguer,CALLE JACINTO VERDAGUER 17,Marqués de Vadillo,Glorieta Marqués de Vadillo nº 9,"https://www.google.com/maps/dir/40.395564824892936,-3.7167461338350964/40.398247,-3.716591/@40.395564824892936,-3.7167461338350964,17z/data=!3m1!4b1!4m7!4m6!1m3!2m2!1d-3.7167461338350964!2d40.395564824892936!1m0!3e2"
Instalación Deportiva Municipal Básica Jardines Alhambra,CALLE ALHAMBRA  c/v Carlos Fuentes,Caramuel,Calle Caramuel nº 51,"https://www.google.com/maps/dir/40.40293756394919,-3.7447301071971477/40.40913630273305,-3.728533714316331/@40.40293756394919,-3.7447301071971477,17z/data=!3m1!4b1!4m7!4m6!1m3!2m2!1d-3.7447301071971477!2d40.40293756394919!1m0!3e2"
Instalación Deportiva Municipal Básica Jardines General Fanjul,AVENIDA LAS AGUILAS ,Caramuel,Calle Caramuel nº 51,"https://www.google.com/maps/dir/40.385197861740814,-3.7619024102187755/40.40913630273305,-3.728533714316331/@40.385197861740814,-3.7619024102187755,17z/data=!3m1!4b1!4m7!4m6!1m3!2m2!1d-3.7619024102187755!2d40.385197861740814!1m0!3e2"
Instalación Deportiva Municipal Básica Jardines Vía Carpetana,CALLE VIA CARPETANA S/N c/v Laguna,Caramuel,Calle Caramuel nº 51,"https://www.google.com/maps/dir/40.392523761783345,-3.7418228649672196/40.40913630273305,-3.728533714316331/@40.392523761783345,-3.7418228649672196,17z/data=!3m1!4b1!4m7!4m6!1m3!2m2!1d-3.7418228649672196!2d40.392523761783345!1m0!3e2"
Instalación Deportiva Municipal Básica Jardines de Bucaramanga,AVENIDA BUCARAMANGA 2,Carlota O’Neill,Calle Carlota O'Neill nº 32,"https://www.google.com/maps/dir/40.47216617986823,-3.6387819347036476/40.44370542379883,-3.648958444298144/@40.47216617986823,-3.6387819347036476,17z/data=!3m1!4b1!4m7!4m6!1m3!2m2!1d-3.6387819347036476!2d40.47216617986823!1m0!3e2"
Instalación Deportiva Municipal Básica Jardín Canarias,CALLE CANARIAS 19,Palos de la Frontera,Calle Palos de la Frontera nº 27,"https://www.google.com/maps/dir/40.40224012314781,-3.694673997707994/40.4032208,-3.6944768/@40.40224012314781,-3.694673997707994,17z/data=!3m1!4b1!4m7!4m6!1m3!2m2!1d-3.694673997707994!2d40.40224012314781!1m0!3e2"
Instalación Deportiva Municipal Básica Jardín Papelera Peninsular,CALLE ARGANDA 3,Madrid Río-Yeserías,Paseo de Yeserías nº 45,"https://www.google.com/maps/dir/40.40021085294591,-3.7084051499449053/40.3974444,-3.7065277/@40.40021085294591,-3.7084051499449053,17z/data=!3m1!4b1!4m7!4m6!1m3!2m2!1d-3.7084051499449053!2d40.40021085294591!1m0!3e2"
Instalación Deportiva Municipal Básica Jardín de Portugalete,CALLE ULISES 23,Carlota O’Neill,Calle Carlota O'Neill nº 32,"https://www.google.com/maps/dir/40.45739950911607,-3.6534554216138133/40.44370542379883,-3.648958444298144/@40.45739950911607,-3.6534554216138133,17z/data=!3m1!4b1!4m7!4m6!1m3!2m2!1d-3.6534554216138133!2d40.45739950911607!1m0!3e2"
Instalación Deportiva Municipal Básica Jazmin,CALLE JAZMIN 36,Chamartín,Calle Rodríguez Jaén nº 40,"https://www.google.com/maps/dir/40.47862144632099,-3.6666387122877064/40.4716,-3.68391/@40.47862144632099,-3.6666387122877064,17z/data=!3m1!4b1!4m7!4m6!1m3!2m2!1d-3.6666387122877064!2d40.47862144632099!1m0!3e2"
Instalación Deportiva Municipal Básica Jesús Aprendiz,CALLE ANTONIO DIAZ-CAÑABATE 9 c/v Arias Montano,Niño Jesús,Calle Doctor Esquerdo nº 161,"https://www.google.com/maps/dir/40.40922156877915,-3.671905186964673/40.4084556,-3.6697526/@40.40922156877915,-3.671905186964673,17z/data=!3m1!4b1!4m7!4m6!1m3!2m2!1d-3.671905186964673!2d40.40922156877915!1m0!3e2"
Instalación Deportiva Municipal Básica Jesús Divino Obrero,CALLE HUMANES S/N c/v Tossa,Plaza del Encuentro,Calle Arroyo de las Pilillas nº 6,"https://www.google.com/maps/dir/40.39514492871647,-3.6474211389918123/40.40617,-3.65122/@40.39514492871647,-3.6474211389918123,17z/data=!3m1!4b1!4m7!4m6!1m3!2m2!1d-3.6474211389918123!2d40.39514492871647!1m0!3e2"
Instalación Deportiva Municipal Básica Joaquín Ibarra,CALLE JOAQUIN IBARRA S/N Frente al nº 24,Gutierre de Cetina,Calle Gutierre de Cetina nº 77,"https://www.google.com/maps/dir/40.459939211411836,-3.5934812403258682/40.429706,-3.640994/@40.459939211411836,-3.5934812403258682,17z/data=!3m1!4b1!4m7!4m6!1m3!2m2!1d-3.5934812403258682!2d40.459939211411836!1m0!3e2"
Instalación Deportiva Municipal Básica José Durán,AVENIDA PARQUE DE PALOMERAS BAJAS 10,Concordia,Calle Arroyo del Olivar nº 6,"https://www.google.com/maps/dir/40.3805444480093,-3.6643161830740074/40.39382977920336,-3.6659362429356372/@40.3805444480093,-3.6643161830740074,17z/data=!3m1!4b1!4m7!4m6!1m3!2m2!1d-3.6643161830740074!2d40.3805444480093!1m0!3e2"
Instalación Deportiva Municipal Básica José de Cadalso,CALLE JOSE DE CADALSO  C/V General Romero Basart,Caramuel,Calle Caramuel nº 51,"https://www.google.com/maps/dir/40.37780868617553,-3.768531953881764/40.40913630273305,-3.728533714316331/@40.37780868617553,-3.768531953881764,17z/data=!3m1!4b1!4m7!4m6!1m3!2m2!1d-3.768531953881764!2d40.37780868617553!1m0!3e2"
Instalación Deportiva Municipal Básica José de Pasamonte,AVENIDA DOCTOR GARCIA TAPIA 51,Marroquina,Calle Camino de los Vinateros nº 108,"https://www.google.com/maps/dir/40.411890813674326,-3.6461672639418037/40.408264,-3.646697/@40.411890813674326,-3.6461672639418037,17z/data=!3m1!4b1!4m7!4m6!1m3!2m2!1d-3.6461672639418037!2d40.411890813674326!1m0!3e2"
Instalación Deportiva Municipal Básica Juan Clemente Núñez,CALLE JUAN CLEMENTE NU&amp;Ntilde;EZ 1,Carlota O’Neill,Calle Carlota O'Neill nº 32,"https://www.google.com/maps/dir/40.46196292860933,-3.6269611631430987/40.44370542379883,-3.648958444298144/@40.46196292860933,-3.6269611631430987,17z/data=!3m1!4b1!4m7!4m6!1m3!2m2!1d-3.6269611631430987!2d40.46196292860933!1m0!3e2"
Instalación Deportiva Municipal Básica Juan de Mariana,CALLE JUAN DE MARIANA 8,Juan Martín,Calle Juan Martín el Empecinado nº 16,"https://www.google.com/maps/dir/40.39848428796214,-3.6869759384944554/40.400781,-3.6882407/@40.39848428796214,-3.6869759384944554,17z/data=!3m1!4b1!4m7!4m6!1m3!2m2!1d-3.6869759384944554!2d40.39848428796214!1m0!3e2"
Instalación Deportiva Municipal Básica Juan de Vera,PLAZA CASAR DE CACERES  (Juan de Vera - Batalla de Belchite),Paseo de las Delicias,Paseo de las Delicias nº 92,"https://www.google.com/maps/dir/40.39617174301425,-3.6925495357594427/40.3972616,-3.6945025/@40.39617174301425,-3.6925495357594427,17z/data=!3m1!4b1!4m7!4m6!1m3!2m2!1d-3.6925495357594427!2d40.39617174301425!1m0!3e2"
Instalación Deportiva Municipal Básica Julián González,CALLE JULIAN GONZALEZ 4,Marqués de Vadillo,Glorieta Marqués de Vadillo nº 9,"https://www.google.com/maps/dir/40.39866543915771,-3.7194068014375965/40.398247,-3.716591/@40.39866543915771,-3.7194068014375965,17z/data=!3m1!4b1!4m7!4m6!1m3!2m2!1d-3.7194068014375965!2d40.39866543915771!1m0!3e2"
Instalación Deportiva Municipal Básica La Cabrera,CALLE LA CABRERA 33,Francos Rodríguez,Calle Francos Rodríguez nº 62,"https://www.google.com/maps/dir/40.4721901295831,-3.7190584034452194/40.45673408797698,-3.708002730875242/@40.4721901295831,-3.7190584034452194,17z/data=!3m1!4b1!4m7!4m6!1m3!2m2!1d-3.7190584034452194!2d40.4721901295831!1m0!3e2"
Instalación Deportiva Municipal Básica La Chimenea,CALLE VALLANDES 5 c/v Hermenegildo Bielsa y Calesas,Antonio López,Calle Eugenio Caxes frente al nº 12,"https://www.google.com/maps/dir/40.390958149227075,-3.70404293417357/40.3917871,-3.7026789/@40.390958149227075,-3.70404293417357,17z/data=!3m1!4b1!4m7!4m6!1m3!2m2!1d-3.70404293417357!2d40.390958149227075!1m0!3e2"
Instalación Deportiva Municipal Básica La Chopera,CALLE ESCULTOR PERESEJO 86,Facultad Derecho,Avenida Complutense nº 23,"https://www.google.com/maps/dir/40.45324709621828,-3.7916919172223036/40.45109,-3.72937/@40.45324709621828,-3.7916919172223036,17z/data=!3m1!4b1!4m7!4m6!1m3!2m2!1d-3.7916919172223036!2d40.45324709621828!1m0!3e2"
Instalación Deportiva Municipal Básica La Diligencia,CALLE DILGENCIA 7 c/v calle Puerto Velate,Concordia,Calle Arroyo del Olivar nº 6,"https://www.google.com/maps/dir/40.3906112368466,-3.6589598359613476/40.39382977920336,-3.6659362429356372/@40.3906112368466,-3.6589598359613476,17z/data=!3m1!4b1!4m7!4m6!1m3!2m2!1d-3.6589598359613476!2d40.3906112368466!1m0!3e2"
Instalación Deportiva Municipal Básica La Masó,CALLE LA MASO 34 c/v Collado de Cerro Malejo,Pedro Rico,Calle Pedro Rico nº 4,"https://www.google.com/maps/dir/40.48996671214207,-3.7143866142884456/40.481086,-3.688463/@40.48996671214207,-3.7143866142884456,17z/data=!3m1!4b1!4m7!4m6!1m3!2m2!1d-3.7143866142884456!2d40.48996671214207!1m0!3e2"
Instalación Deportiva Municipal Básica La Perla,CALLE CORINDON 3,Embajadores 191,Calle Sodio nº 1B,"https://www.google.com/maps/dir/40.36727724832333,-3.6899215830414183/40.389258643579105,-3.6903589643353483/@40.36727724832333,-3.6899215830414183,17z/data=!3m1!4b1!4m7!4m6!1m3!2m2!1d-3.6899215830414183!2d40.36727724832333!1m0!3e2"
Instalación Deportiva Municipal Básica Las Rosas,AVENIDA NIZA s/n,Gutierre de Cetina,Calle Gutierre de Cetina nº 77,"https://www.google.com/maps/dir/40.42658241694823,-3.6066624374676812/40.429706,-3.640994/@40.42658241694823,-3.6066624374676812,17z/data=!3m1!4b1!4m7!4m6!1m3!2m2!1d-3.6066624374676812!2d40.42658241694823!1m0!3e2"
Instalación Deportiva Municipal Básica Las Vistillas,PLAZA GABRIEL MIRO ,Segovia 26,Calle Segovia nº 26,"https://www.google.com/maps/dir/40.41246022343046,-3.714538784977571/40.4138333,-3.7135833/@40.41246022343046,-3.714538784977571,17z/data=!3m1!4b1!4m7!4m6!1m3!2m2!1d-3.714538784977571!2d40.41246022343046!1m0!3e2"
Instalación Deportiva Municipal Básica Lili Alvarez,"CALLE LA RIVIERA 4 c/v calle Provenza, 3 Cañón Río Lobos",Pavones,Calle Hacienda de Pavones nº 342,"https://www.google.com/maps/dir/40.405822647416606,-3.6291151510513155/40.400368,-3.634587/@40.405822647416606,-3.6291151510513155,17z/data=!3m1!4b1!4m7!4m6!1m3!2m2!1d-3.6291151510513155!2d40.405822647416606!1m0!3e2"
Instalación Deportiva Municipal Básica Lonja de la Seda,CALLE LONJA DE LA SEDA 32 Parc. 2.1 del P.A.U. de Carabanchel,Caramuel,Calle Caramuel nº 51,"https://www.google.com/maps/dir/40.36596587926967,-3.7624612731090243/40.40913630273305,-3.728533714316331/@40.36596587926967,-3.7624612731090243,17z/data=!3m1!4b1!4m7!4m6!1m3!2m2!1d-3.7624612731090243!2d40.36596587926967!1m0!3e2"
Instalación Deportiva Municipal Básica Los Arbolitos,RONDA SUR S/N frente c/ Serena,Concordia,Calle Arroyo del Olivar nº 6,"https://www.google.com/maps/dir/40.37576586611201,-3.6696526290812614/40.39382977920336,-3.6659362429356372/@40.37576586611201,-3.6696526290812614,17z/data=!3m1!4b1!4m7!4m6!1m3!2m2!1d-3.6696526290812614!2d40.37576586611201!1m0!3e2"
Instalación Deportiva Municipal Básica Los Caprichos,AVENIDA CAPRICHOS 1,Caramuel,Calle Caramuel nº 51,"https://www.google.com/maps/dir/40.40579744690797,-3.7285454246920935/40.40913630273305,-3.728533714316331/@40.40579744690797,-3.7285454246920935,17z/data=!3m1!4b1!4m7!4m6!1m3!2m2!1d-3.7285454246920935!2d40.40579744690797!1m0!3e2"
Instalación Deportiva Municipal Básica Los Coronales,CALLE BAHIA DE MALAGA 5,Carlota O’Neill,Calle Carlota O'Neill nº 32,"https://www.google.com/maps/dir/40.46697124729341,-3.5960084512507975/40.44370542379883,-3.648958444298144/@40.46697124729341,-3.5960084512507975,17z/data=!3m1!4b1!4m7!4m6!1m3!2m2!1d-3.5960084512507975!2d40.46697124729341!1m0!3e2"
Instalación Deportiva Municipal Básica Los Cármenes,CALLE ALHAMBRA 35,Caramuel,Calle Caramuel nº 51,"https://www.google.com/maps/dir/40.39746568039038,-3.743856743935349/40.40913630273305,-3.728533714316331/@40.39746568039038,-3.743856743935349,17z/data=!3m1!4b1!4m7!4m6!1m3!2m2!1d-3.743856743935349!2d40.39746568039038!1m0!3e2"
Instalación Deportiva Municipal Básica Los Llanos,CALLE FLORENCIO CASTILLO 3,Carlota O’Neill,Calle Carlota O'Neill nº 32,"https://www.google.com/maps/dir/40.460905300198924,-3.627454138352421/40.44370542379883,-3.648958444298144/@40.460905300198924,-3.627454138352421,17z/data=!3m1!4b1!4m7!4m6!1m3!2m2!1d-3.627454138352421!2d40.460905300198924!1m0!3e2"
Instalación Deportiva Municipal Básica Los Morales,CALLE MORALES 31 Parc. 3.16.2 del P.A.U. de Carabanchel,Caramuel,Calle Caramuel nº 51,"https://www.google.com/maps/dir/40.360499290126505,-3.7648964321629634/40.40913630273305,-3.728533714316331/@40.360499290126505,-3.7648964321629634,17z/data=!3m1!4b1!4m7!4m6!1m3!2m2!1d-3.7648964321629634!2d40.360499290126505!1m0!3e2"
Instalación Deportiva Municipal Básica Los Morales - Patrimonio Humanidad I,CALLE PATRIMONIO DE LA HUMANIDAD 37 Parc. 3.10.4 del P.A.U. de Carabanchel,Caramuel,Calle Caramuel nº 51,"https://www.google.com/maps/dir/40.36210281029443,-3.7635483773274845/40.40913630273305,-3.728533714316331/@40.36210281029443,-3.7635483773274845,17z/data=!3m1!4b1!4m7!4m6!1m3!2m2!1d-3.7635483773274845!2d40.36210281029443!1m0!3e2"
Instalación Deportiva Municipal Básica Los Morales - Patrimonio Humanidad II,"CALLE MORALES  C/ Patrimonio de la Humanidad, 27. Parc. 3.11.3 del P.A.U. de Carabanchel",Caramuel,Calle Caramuel nº 51,"https://www.google.com/maps/dir/40.360181686413675,-3.762513874140488/40.40913630273305,-3.728533714316331/@40.360181686413675,-3.762513874140488,17z/data=!3m1!4b1!4m7!4m6!1m3!2m2!1d-3.762513874140488!2d40.360181686413675!1m0!3e2"
Instalación Deportiva Municipal Básica Los Poblados,AVENIDA POBLADOS  C/V Antig. Carretera a Leganés,Marqués de Vadillo,Glorieta Marqués de Vadillo nº 9,"https://www.google.com/maps/dir/40.37350468781611,-3.7377388304920633/40.398247,-3.716591/@40.37350468781611,-3.7377388304920633,17z/data=!3m1!4b1!4m7!4m6!1m3!2m2!1d-3.7377388304920633!2d40.37350468781611!1m0!3e2"
Instalación Deportiva Municipal Básica Los Rosales I,AVENIDA LOS ROSALES 131,Embajadores 191,Calle Sodio nº 1B,"https://www.google.com/maps/dir/40.35175390495651,-3.677834634453844/40.389258643579105,-3.6903589643353483/@40.35175390495651,-3.677834634453844,17z/data=!3m1!4b1!4m7!4m6!1m3!2m2!1d-3.677834634453844!2d40.35175390495651!1m0!3e2"
Instalación Deportiva Municipal Básica Lucano,CALLE LUCANO  c/v Esfinge,Gutierre de Cetina,Calle Gutierre de Cetina nº 77,"https://www.google.com/maps/dir/40.439035523688,-3.6095923854429737/40.429706,-3.640994/@40.439035523688,-3.6095923854429737,17z/data=!3m1!4b1!4m7!4m6!1m3!2m2!1d-3.6095923854429737!2d40.439035523688!1m0!3e2"
Instalación Deportiva Municipal Básica Luis Buitrago,CALLE LUIS BUITRAGO 7y11,Pío XII,Avenida Pío XII nº 3,"https://www.google.com/maps/dir/40.473376533827995,-3.6511329371430823/40.46041,-3.67712/@40.473376533827995,-3.6511329371430823,17z/data=!3m1!4b1!4m7!4m6!1m3!2m2!1d-3.6511329371430823!2d40.473376533827995!1m0!3e2"
Instalación Deportiva Municipal Básica Luis Mitjans,CALLE LUIS MITJANS 15,Valderribas,Calle Doctor Esquerdo nº 191,"https://www.google.com/maps/dir/40.4013474319257,-3.6703892095738806/40.4032501,-3.6726019/@40.4013474319257,-3.6703892095738806,17z/data=!3m1!4b1!4m7!4m6!1m3!2m2!1d-3.6703892095738806!2d40.4013474319257!1m0!3e2"
Instalación Deportiva Municipal Básica Lyon - Flandes,"CALLE LYON 136 (c/v Calle Flandes, 4 posterior)",Pavones,Calle Hacienda de Pavones nº 342,"https://www.google.com/maps/dir/40.408239933976866,-3.6302454961405033/40.400368,-3.634587/@40.408239933976866,-3.6302454961405033,17z/data=!3m1!4b1!4m7!4m6!1m3!2m2!1d-3.6302454961405033!2d40.408239933976866!1m0!3e2"
Instalación Deportiva Municipal Básica Machupichu,AVENIDA MACHUPICHU 50,Carlota O’Neill,Calle Carlota O'Neill nº 32,"https://www.google.com/maps/dir/40.46090954739925,-3.6313861722687983/40.44370542379883,-3.648958444298144/@40.46090954739925,-3.6313861722687983,17z/data=!3m1!4b1!4m7!4m6!1m3!2m2!1d-3.6313861722687983!2d40.46090954739925!1m0!3e2"
Instalación Deportiva Municipal Básica Madrid - Las Tablas,CALLE FROMISTA 5,Pedro Rico,Calle Pedro Rico nº 4,"https://www.google.com/maps/dir/40.509329269206155,-3.677183246701732/40.481086,-3.688463/@40.509329269206155,-3.677183246701732,17z/data=!3m1!4b1!4m7!4m6!1m3!2m2!1d-3.677183246701732!2d40.509329269206155!1m0!3e2"
Instalación Deportiva Municipal Básica Madrid Sur,CALLE PUERTO DE VELATE 18,Concordia,Calle Arroyo del Olivar nº 6,"https://www.google.com/maps/dir/40.38353838821057,-3.6575007281211565/40.39382977920336,-3.6659362429356372/@40.38353838821057,-3.6575007281211565,17z/data=!3m1!4b1!4m7!4m6!1m3!2m2!1d-3.6575007281211565!2d40.38353838821057!1m0!3e2"
Instalación Deportiva Municipal Básica Mallorca,CALLE AGASTIA  esq. Juan Pérez de Zúñiga,Carlota O’Neill,Calle Carlota O'Neill nº 32,"https://www.google.com/maps/dir/40.44315431642945,-3.6473980760038276/40.44370542379883,-3.648958444298144/@40.44315431642945,-3.6473980760038276,17z/data=!3m1!4b1!4m7!4m6!1m3!2m2!1d-3.6473980760038276!2d40.44315431642945!1m0!3e2"
Instalación Deportiva Municipal Básica Manizales,CALLE GALAPA 10 c/v Avda. Manizales,Carlota O’Neill,Calle Carlota O'Neill nº 32,"https://www.google.com/maps/dir/40.47408401293854,-3.6389770641784493/40.44370542379883,-3.648958444298144/@40.47408401293854,-3.6389770641784493,17z/data=!3m1!4b1!4m7!4m6!1m3!2m2!1d-3.6389770641784493!2d40.47408401293854!1m0!3e2"
Instalación Deportiva Municipal Básica Mar de Japón,CALLE MAR DEL JAPON 7,Carlota O’Neill,Calle Carlota O'Neill nº 32,"https://www.google.com/maps/dir/40.47319613951648,-3.641504969656448/40.44370542379883,-3.648958444298144/@40.47319613951648,-3.641504969656448,17z/data=!3m1!4b1!4m7!4m6!1m3!2m2!1d-3.641504969656448!2d40.47319613951648!1m0!3e2"
Instalación Deportiva Municipal Básica Maracena,CALLE MARACENA 1 c/v Moreja -Orcasur-,Glorieta de Cádiz,Calle Antonio López nº 129,"https://www.google.com/maps/dir/40.36926754309533,-3.6975509077822384/40.38895,-3.70017/@40.36926754309533,-3.6975509077822384,17z/data=!3m1!4b1!4m7!4m6!1m3!2m2!1d-3.6975509077822384!2d40.36926754309533!1m0!3e2"
